Text,Sentiment
playing guitar hero waiting abby text prom,neutral
ok u follower twitter u really think lol,neutral
okay ill finally get meet dia thats name right oh geez ill feel stupid,negative
im almost 300 update 200 goo,neutral
well write song turn light 3,neutral
tried go got message page doesnt exist,negative
dont wanna get bed wanna go back sleep open store work though,neutral
press ctrl bottom right underscore e71 ky,neutral
oh im really tired migraine endometriosis fibromyalgia migraine sleep probs compoundin ea since surgery,negative
claire love show got office 5am radio,positive
im work,neutral
neighborhood research today day 1 5and little bit shopping,neutral
kev im stuck westgate working,negative
oh keep stumbling deathfic without warning want,negative
,neutral
mother day sunday dont forget send something special httpwwwyoutubecomwatchvexpmtevsfqg,positive
awww go chick filum,neutral
r depressed mite b moving earlyer thot,neutral
time learn another language,neutral
still want smartcar dont wonderful design ever,positive
head cloud,neutral
lol good men watch flick wu sigh good flick far called said,positive
httptwitpiccom4wk9i really try different pose time,neutral
8a im already dressed set today let real fun begin light camera action,positive
beachmex cant dm since dont follow,neutral
finally got see,positive
httptwitpiccom4fzo7 youll come bulgaria great fan,positive
hear full album preview today webcast jonasnewsongs wayyy couldnt tune,negative
goodbye city let hurry give mi cuz paper work 2 summer bk,neutral
paycheck nothing piece paper,neutral
sulking home rained poor strategy im watching sun shine desk robarts reference room,negative
dinner,neutral
ha hajust found new cocktail dance wench cranberry juice spiced rum sound nice dont cranberry juice,positive
preview trailer new moon joke14 second still watched tho twice lol figured missed something still sick,negative
sound painful sorry got hurt may ask happen,negative
fyi connie carla totally awesome preview make seem sorry one,negative
never,neutral
im good day u cheer tweet even tink lol,negative
thank lovely birthday message,positive
ok 1st ginormous cup coffee monday looking much better,positive
wanna go,neutral
ah yes dropping bear thing lovely day odd stafford,positive
salute chapel hill north carolina sy httpblipfm5jgj3,positive
movie plane mall cop saw nephew already,neutral
dad worked sw graduated h worked hou 21 year retired 3 year joined company,neutral
yep probably wish let know interested extra corporate chalet tix let go,positive
biglots house jesus virgin mary ring one machine rocked one til broke,negative
there confuse,negative
miss husband,negative
ottawa ur welcome sweet dream,positive
honi might cute little picture book called little book boring,positive
hay nakumadaya ka talaga ah hehe hey happy mother day mom nga pala mom also,positive
hate crowd httptrimmoni,negative
got slow cooker going get ready work,neutral
sing everytime,neutral
he gonna mother day ever notice papa look like squiggy laverne snd shirley love,positive
aw im gonna miss old username nick jonas shontelle layne sean kingston replied old username im gonna start,neutral
much sulking single going tonight tumblr gru3some save day httptumblrcomxd51qx88b,neutral
yea running 3 hour let test,neutral
finished book vat good book 3333,positive
read meant toy though,neutral
ok kinda thought mean 2 would funny though,positive
noo sorry loveafter im going pop 7 zyrtec go sleep,negative
one day jay leno que sad,negative
worried mr sock tonight,negative
monday morning lot go waiting mate add style table im set,neutral
finally home crazy party 2nite thanks 4 driving home,positive
invited one beach short notice mean hell tell 2hrs really,neutral
want 2 see movie fun,positive
oh man would im fresh,neutral
cool bean yeah man prob,positive
going buy wacom today goood time,positive
driving insane really sterling knight playing chad dylan cooper sonny chance,neutral
want hug,neutral
making hot chocolate almond milk mother day festivity starting early,neutral
happy mother day mom,positive
ahhhhh let right one dvd broke,negative
guy gonna get metal detector brickmans saw chad ask davey fb sorry bout ring,negative
like spirit night ooooh night quã¯â¿â½ grande ere mr springsteen,positive
happy mother day day chocolate,positive
yeah brain rock happy share knowledge carrie,positive
im scared set pw bb bc might forget end losing data yet financial info catch 22,negative
watson cant weekend sorry steph working,negative
ok send iflowers mom mother day trough iphone app httptrimkwnx,neutral
remember take challenge,neutral
short stack need add short stack tv,neutral
dude sun,neutral
didnt make shop always tomorrow,positive
dont know take butter actual butter xoxo,neutral
starting new diet today dont want get fat besides almost bathing suit season lol,negative
need snuggle work dont like snuggle ironic huh,neutral
think haircut isnt bad looked yesterday still bad tho,negative
nice visit last night boy voracious stubble anyone know raw chin haha,positive
im pumped day,neutral
account revision boo,neutral
strawberry afternoon snack love strawberry gonna make strawberry smoothie tonight gym,positive
installed ubuntu 904 office lap yaaaaaaaaaaaay install window feature rock awesome ubuntu excited,positive
feel like right one month school left fml hard,negative
yeahhh u wasnt thereeeeeeeeeee,neutral
haahaha omg dude read almost choked haha thanks,neutral
know im one harder,negative
aww hope fly jt episode usually really good early far ep hassnt disappointed,positive
glad wore black rat flowy shirt im full dozen mixed oystsers seafood platter death chocolate,positive
ill say even dont domino anymore prefer pizza hut crunchy fresh veggie pizza,neutral
say cheese camera throw western mass gang sign cool,positive
bout get ready work ugh hate workin friday,negative
un mesaj de eroare forbiddenyou dont permission access photo3180758jpg server ghicit,neutral
new car already giving problem cant good sign,negative
joining facebeek loser friend amy,negative
new baby arrived yesterday fab baby boy 28 kilo proud happy,positive
heart mela much cept last time went booked u saturday instead friday wouldnt feed u,negative
lost game time today day history lostthegame blame,negative
course really hope would real twitter page would soo cool,positive
haha sometimes mobile make u slave advantage,neutral
wrote lyric new song excitingi slept full stomach worst feeling waking still feeling full euggh,negative
found kitty isnt pregnant good thing though going adopt one instead,positive
twin peak high yay,positive
watching short stack tv,neutral
thats gorgeous ill check new pic,positive
dumb reason dresser sticky top another reason family history book got attached back jacked,negative
go home cry,neutral
cant believe ive spend 30 minute snicker ice cream seems like one anymore,negative
missy higgins kate voegele grace potter nocturnals,neutral
wrong youve come brag full belly smh,negative
everyone saying supposed pic matt striker hope doesnt get trouble,positive
like,positive
nation launched twittix v110 convinced,negative
want play parachute game,neutral
thats awesome good idea,positive
im cry lol,negative
long day family im tired fun,neutral
bumping air supply greastest hit,positive
well aunt dog died understand devastated ill probably head soon support,negative
hate trevor drive,negative
physical therapy,neutral
yeah still needa hang lol glad super time show,positive
followfriday honor web buddy moved,neutral
comment well knowto reply,neutral
miss jack n box whataburger oooo taco cabanaaaaaa lmao,neutral
funtime lot fun finally done,positive
new star trek movie awesomeness unnecessary brief underwear scene pun intended besides awesomeness startrek,positive
lol read like book,neutral
76 haha weird sunshine u,neutral
